Version Size Threads Time
Parallel 100000000 48 2.082886
Parallel 100000000 48 3.221426
Parallel 100000000 48 3.535759
Parallel 100000000 48 2.001915
Parallel 100000000 48 2.156593
Parallel 100000000 64 2.865460
Parallel 100000000 64 3.200007
Parallel 100000000 64 3.091595
Parallel 100000000 64 2.470702
Parallel 100000000 64 2.323333
Parallel 100000000 64 2.497494
Parallel 100000000 64 2.885727
Parallel 100000000 64 2.650494
Parallel 100000000 64 2.303123
Parallel 100000000 64 3.032291
Parallel 100000000 96 3.602638
Parallel 100000000 96 2.984405
Parallel 100000000 96 2.823070
Parallel 100000000 96 2.547372
Parallel 100000000 96 2.907927
Parallel 100000000 96 2.975654
Parallel 100000000 96 3.230467
Parallel 100000000 96 2.877160
Parallel 100000000 96 2.963809
Parallel 100000000 96 2.750043
Parallel 100000000 128 2.642453
Parallel 100000000 128 2.819646
Parallel 100000000 128 3.682965
Parallel 100000000 128 3.103129
Parallel 100000000 128 2.986670
Parallel 100000000 128 2.808623
Parallel 100000000 128 2.861009
Parallel 100000000 128 3.432574
Parallel 100000000 128 3.670553
Parallel 100000000 128 3.139719
Parallel 100000000 144 2.778194
Parallel 100000000 144 4.659585
Parallel 100000000 144 3.252940
Parallel 100000000 144 3.722648
Parallel 100000000 144 3.493895
Parallel 100000000 144 3.009918
Parallel 100000000 144 3.427233
Parallel 100000000 144 3.140670
Parallel 100000000 144 3.367550
Parallel 100000000 144 4.393128
Parallel 100000000 192 2.876002
Parallel 100000000 192 5.096078
Parallel 100000000 192 3.259436
Parallel 100000000 192 4.450371
Parallel 100000000 192 3.481892
Parallel 100000000 192 4.229029
Parallel 100000000 192 2.569702
Parallel 100000000 192 2.877102
Parallel 100000000 192 3.715492
Parallel 100000000 192 3.109419
